Site,SubSite,CaptureDate,Species,PondLocation,IndividualID,Sex,Age,MassG,SVLmm,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead,Temp,Temp_1w,Temp_2w,Temp_3w,Temp_4w,Air_Max,Air_Max1,Air_Max2,Air_Max3,Air_Max4
SPR,1,6/10/2021,NOVI,D55,YBRYRX,F,,,40,Y,0,2100800380,pos,1580.029684,,20.1c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D55,XXYRXB,M,,,37,Y,0,2100800381,pos,1064.909681,,20.1c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D21,OBXXXB.M,M,,,39,Y,0,2100800025,pos,329.6024949,,"20.1c, marks really small",,0,,,,,,,,,,,,
SPR,1,5/19/2020,NOVI,D12,XXBRRX.a,M,,,,Y,0,1802200085,neg,0,,20.2 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/20/2020,NOVI,D11,XBBYXY.M,M,,,,Y,0,1802200101,pos,809.506619,,20.2 C,,0,,,11.86504848,11.25332965,8.789591883,9.594672403,6.841844805,18.9,20.07142857,13.88571429,18.1,10.71428571
SPR,1,6/5/2020,NOVI,D37,YOYXXX,F,,,,Y,0,1802400562,neg,0,,20.2 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D37,BXBXRB,M,,,,Y,0,1802400563,neg,0,,20.2 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D37,XXYXXB,M,,,,Y,0,1802400561,pos,7778.24334,,20.2 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D37,RXXOOX,M,,,,Y,0,1802401278,pos,346.6491249,,20.2 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D37,BXXXRX,M,,,,Y,0,1802401282,pos,9073.298925,,20.2 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,5/27/2021,NOVI,D52,YYRRXX,M,,,42,Y,0,2101600124,pos,9343.105014,,20.2c,,0,,,,,,,,,,,,
SPR,1,5/27/2021,NOVI,D52,XBXXXB,M,,,40,Y,0,2101600094,pos,8102.865146,,20.2c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D3,XXROOR,F,,,40,Y,0,2100800140,pos,1835.579785,,20.2c,,0,,,,,,,,,,,,
SPR,1,5/27/2021,NOVI,D52,OXBRXX,M,,,39,Y,0,2101600096,pos,2298.451248,,20.2c,,0,,,,,,,,,,,,
SPR,1,5/27/2021,NOVI,D52,XYXRXO,M,,,38,Y,0,2101600121,pos,1477.959668,,20.2c,,0,,,,,,,,,,,,
SPR,1,5/27/2021,NOVI,D52,YXRXXB,M,,,37,Y,0,2101600151,neg,0,,20.2c,,0,,,,,,,,,,,,
SPR,1,5/27/2021,NOVI,D52,XXYRXY,M,,,36,Y,0,2101600123,pos,66137.35744,,20.2c,,0,,,,,,,,,,,,
SPR,1,5/27/2021,NOVI,D52,ORXROX,F,,,36,Y,0,2101600225,pos,32736.40876,,20.2c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D52,ROBYXX,F,,,35,Y,0,2100800394,pos,280.8298623,,20.2c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D20,XBXROR,M,,,34,Y,0,2100800385,pos,16719.70947,,20.2c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,BXRXBX,M,,,41,Y,0,2101600020,pos,229.2194754,,20.4c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D20,XOXBXX,M,,,40,Y,0,1802401287,pos,109.06135,,20.4c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D3,BXYXXR.F,F,,,40,Y,0,2100800368,pos,833.2443519,,20.4c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D20,YYXBXY,F,,,39,Y,0,2101600145,pos,21928.80945,,20.4c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D20,YYXRXR,M,,,37,Y,0,2101600155,pos,19784.6001,,20.4c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D20,XXOOOR,F,,,37,Y,0,2100800024,pos,3779.858525,,"20.4c, shed skin",,0,,,,,,,,,,,,
SPR,1,5/22/2020,NOVI,D12,ROBRBX,F,,,,Y,0,1802400038,pos,6024.23557,,20.5 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,5/19/2020,NOVI,D12,RXRXXR.b,M,,,,Y,0,1802200080,pos,4716.90897,,20.6 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,XXXYYB,M,,,,Y,0,1802300356,pos,5104.899286,,20.6 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,XXYOBX,M,,,,Y,0,1802400024,pos,309.6754299,,20.6 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/26/2021,NOVI,D52,XXBRXY,M,,,43,Y,0,2101600244,pos,808.6317222,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,OOXOBX,M,,,40,Y,0,2101600130,pos,169030.0248,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,RRXYXY,M,,,40,Y,0,2101600152,pos,6946.322101,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,OOXBBX,M,,,39,Y,0,2101600132,pos,51784.81003,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,XROXOX,M,,,38,Y,0,2101600235,pos,3262.505911,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,XBYXOX,M,,,38,Y,0,2101600239,pos,6024.24046,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,YXXOBX,M,,,37,Y,0,2101600133,pos,5585.375079,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,XOOXOX,M,,,37,Y,0,2101600238,pos,3008.387581,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,YYXYXR,M,,,36,Y,0,2101600153,pos,11532.89675,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,XORXOX,M,,,36,Y,0,2101600237,pos,19717.30474,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,XXRXOX,M,,,36,Y,0,2101600245,pos,21928.80945,,20.6c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,OOXOOX,F,,,37,Y,0,2101600241,pos,35890.84502,,"20.6c, red lesion R leg",1,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,XOBXXO,M,,,37,Y,0,2101600243,pos,2929.489265,,"20.6c, skin in bag",,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D52,XBRXOX,M,,,39,Y,0,2101600240,pos,35866.39591,,"20.6c, skin in bag, B in midline",,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D26,YXBXRX,M,,,43,Y,0,2100800362,pos,1106.33264,,20.7c,,0,,,,,,,,,,,,
SPR,1,6/5/2020,NOVI,D14,XXRXRB,F,,,,Y,0,1802400466,neg,0,,20.8 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D14,RYOYXX,M,,,,Y,0,1802400467,pos,129.6703507,,20.8 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D14,BXRXRB,M,,,,Y,0,1802400475,pos,200.8342255,,20.8 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/10/2021,NOVI,D25,YXRXXR,M,,,45,Y,0,2100800357,pos,6144.474121,,20.9c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D25,XOYRXB,F,,,40,Y,0,2100800358,pos,30022.43758,,20.9c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D25,XOYYXB,F,,,35,Y,0,2100800356,pos,140623.712,,20.9c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D24,XRXXYY,M,,,45,Y,0,2100800360,pos,45186.97597,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,RBXXXO,F,,,43,Y,0,2101600035,pos,986.6585278,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D24,XYBRXB,F,,,38,Y,0,2100800377,pos,23427.2748,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D22,XOBBXB,M,,,38,Y,0,2100800399,pos,307.2614666,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D24,XXOBOR,F,,,37,Y,0,2100800022,pos,505.9880251,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D23,XBBXOR,M,,,36,Y,0,2100800390,pos,7922.685347,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D24,ROBXXX,M,,,35,Y,0,2100800023,pos,5870.2469,,21.0c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,T55,XRRXOX,M,,,34,Y,0,2101600126,pos,80.69803092,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D21,RXROXO,F,,,34,Y,0,2100800137,pos,21514.36729,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D24,XYBYXB,F,,,34,Y,0,2100800378,pos,181.1967071,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D24,XYOBXB,M,,,33,Y,0,2100800379,pos,18355.79785,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D23,YXXRXB,F,,,33,Y,0,2100800388,pos,19357.84548,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D26,XXBROR,M,,,32,Y,0,2100800021,pos,349.9723215,,21.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D26,XXOYXX,M,,,37,Y,0,2100800363,pos,5870.2469,,"21.0c, 2 small leeches on head and body",1,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D22,XBYYXB,F,,,45,Y,0,2100800019,pos,991.3762095,,"21.0c, brown spot on ventral side, possible bruise",1,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D24,XOYBXB,F,,,37,Y,0,2100800361,pos,795.5144658,,"21.0c, large black spot on P2",1,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D21,YRYRXY,M,,,36,Y,0,2100800139,pos,4273.126438,,"21.0c, missing end of tail",1,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D24,XOYOXB,M,,,45,Y,0,2100800359,pos,20893.10179,,"21.0c, swollen area at P2",1,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D10,XXRBOR.M,M,,,40,N,,,,,,"21.0c; there are 2 vials for ""76"" which was relabeled 2100800135but no vial for ""75""",,0,,,,,,,,,,,,
SPR,1,5/22/2020,NOVI,D12,BOBYXY,F,,,,Y,0,1802400051,pos,10215.50273,,21.1 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,5/26/2021,NOVI,D22,XYXBRX,M,,,42,Y,0,2101600161,pos,176685.2583,,21.1c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D22,YBXRXY,M,,,40,Y,0,2101600137,pos,19717.30474,,21.1c,,0,,,,,,,,,,,,
SPR,1,5/27/2021,NOVI,D33,YBXOXB,M,,,38,Y,0,2101600213,pos,86861.04637,,21.1c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D5,XRXBXO,M,,,37,Y,0,2100800383,pos,13325.3572,,21.1c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D52,XXXYOR,F,,,34,Y,0,2100800391,pos,13407.33218,,21.1c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D1,OXXRXY,M,,,37,Y,0,2100800389,pos,5160.866912,,"21.1c, leech on dorsal side",1,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D20,RYXRXY,M,,,40,Y,0,2101600146,pos,15995.29544,,21.3c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D20,OOXORX,M,,,40,Y,0,2101600148,pos,1503.353875,,21.3c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D20,BBXRXB,M,,,37,Y,0,2101600159,pos,69368.61549,,21.3c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D33,XXYROR,M,,,40,Y,0,2100800148,pos,6613.735744,,21.3c red lesion on throat,1,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D52,YBRRXX,M,,,38,Y,0,2100800393,pos,9846.43543,,21.4c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D40,YXXRRB,M,,,41,Y,0,2100800166,pos,3068.429914,,21.6c,,0,,,,,,,,,,,,
SPR,1,5/20/2020,NOVI,D12,XBBXXB.M,M,,,,Y,0,1802200097,pos,210.8548253,,21.8 C,,0,,,11.86504848,11.25332965,8.789591883,9.594672403,6.841844805,18.9,20.07142857,13.88571429,18.1,10.71428571
SPR,1,5/26/2021,NOVI,D21,OBXXBX,M,,,43,Y,0,2101600149,pos,11627.59109,,21.8c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D60,RBBXOX,M,,,43,Y,0,2100800162,pos,12405.22305,,21.8c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D56,OXOOXB,M,,,43,Y,0,2100800164,pos,5704.619142,,21.8c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D52,YBXRBX,F,,,41,Y,0,2100800366,pos,29475.10907,,21.8c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D21,YRXBXR,F,,,40,Y,0,1802401286,pos,7746.512127,,21.8c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D59,XOBOXB,F,,,37,Y,0,2100800398,neg,0,,21.8c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D56,XBRBXR,F,,,36,Y,0,2100800159,pos,2949.520143,,21.8c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,XBBYBX,M,,,41,Y,0,2101600013,pos,16426.08789,,21.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,XRXXOX,M,,,40,Y,0,2101600021,pos,1490.094903,,21.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,YXYBOX,M,,,40,Y,0,2101600024,pos,1452.994412,,21.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,OBXBXB,M,,,40,Y,0,2101600127,pos,2531.975879,,21.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,RBXYXO,M,,,39,Y,0,2101600031,pos,5806.591033,,21.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,XXRBXO,M,,,37,Y,0,2101600175,pos,492046.8676,,21.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,BXRYBX,F,,,34,Y,0,2101600018,pos,25597.3315,,21.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,YOXYXY.b,M,,,37,Y,0,2101600017,pos,2270.430837,,"21.9c, Y in P1 is almost in the middle",,0,,,,,,,,,,,,
SPR,1,8/1/2019,NOVI,T38,RBOBXX,F,,,38,Y,0,1800500611,neg,0,,22.0 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,6/8/2021,NOVI,D59,XOXBXR,F,,,35,Y,0,2101600008,pos,83097.6221,,"22.1c, leech",1,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D52,XBRRXR,F,,,35,Y,0,2100800392,pos,1560.767548,,"22.1c, tail partially eaten",1,0,,,,,,,,,,,,
SPR,1,8/1/2019,NOVI,DCenter,ORBBXX,M,,,41,Y,0,1800500604,neg,0,,22.2 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,6/8/2021,NOVI,D55,XBYOXR,M,,,38,Y,0,2101600009,pos,6094.433925,,22.2c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,RROYXX,M,,,45,Y,0,2101600023,neg,0,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D55,XBYXXR,M,,,44,Y,0,2100800154,pos,13554.31263,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,XBOYBX,M,,,43,Y,0,2101600011,pos,5798.682739,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,XBXYYX,M,,,41,Y,0,2101600022,pos,4293.558279,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D57,XOXRXR,F,,,40,Y,0,2101600006,pos,66272.70162,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D37,XOOBXB,F,,,39,Y,0,2100800034,pos,471.6912799,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,XBOXBX,M,,,38,Y,0,2101600012,neg,0,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D55,XBRYXR,F,,,38,Y,0,2100800155,pos,1076.583957,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D55,XBROXR,F,,,37,Y,0,2100800157,pos,34149.13117,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,RXXRXY,F,,,35,Y,0,2101600025,pos,41724.16453,,22.3c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D52,XBBOBX,F,,,32,Y,0,2101600014,neg,0,,"22.3c, small leech in ventral side",1,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D39,XXXOOR,F,,,42,Y,0,2100800168,pos,860.9496716,,22.4c,,0,,,,,,,,,,,,
SPR,1,5/20/2020,NOVI,D8,BXXBXR.F,F,,,,Y,0,1802200092,pos,44.86925018,,22.5 C,,0,,,11.86504848,11.25332965,8.789591883,9.594672403,6.841844805,18.9,20.07142857,13.88571429,18.1,10.71428571
SPR,1,8/1/2019,NOVI,DCenter,ORRYXX,F,,,38,Y,0,1800500602,pos,647.0119797,,22.5 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,6/8/2021,NOVI,D52,XOBBXR,F,,,40,Y,0,2101600005,pos,1874.7682,,22.6c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D36,BRXROX,U,,,35,Y,0,2101600163,pos,7022.472488,,22.7c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D58,XBOBXR,F,,,33,Y,0,2100800163,pos,3060.077501,,22.7c,,0,,,,,,,,,,,,
SPR,1,5/19/2020,NOVI,D11,YYBOBX,M,,,,Y,0,1802400012,pos,6111.063585,,22.8 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D11,YXXYOX,M,,,,Y,0,1802401109,pos,40263.98935,,22.8 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/26/2021,NOVI,D53,XYXRXB,M,,,46,Y,0,2101600129,pos,3466.494063,,22.8c,,0,,,,,,,,,,,,
SPR,1,5/26/2021,NOVI,D53,YBOXRX,M,,,42,Y,0,2101600134,pos,405.193053,,22.8c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D45,XBYYXR,F,,,42,Y,0,2101600001,pos,1551.224718,,22.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D26,BXOYBX,M,,,42,Y,0,2101600164,pos,1768.056997,,23.1c,,0,,,,,,,,,,,,
SPR,1,5/20/2020,NOVI,D2,BORYXY,M,,,,Y,0,1802400394,pos,21807.2226,,23.2 C,,0,,,11.86504848,11.25332965,8.789591883,9.594672403,6.841844805,18.9,20.07142857,13.88571429,18.1,10.71428571
SPR,1,5/21/2020,NOVI,D11,BYRRBX,F,,,,Y,0,1802400852,pos,196502.2232,,23.3 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/21/2020,NOVI,D11,OBBRBX,M,,,,Y,0,1802400868,pos,1136127.964,,23.3 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/27/2021,NOVI,T15,YBOOXX,M,,,44,Y,0,2101600090,pos,6782.609652,,23.3c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D39,XBYRXR,F,,,40,Y,0,2101600002,pos,4807.777081,,23.3c,,0,,,,,,,,,,,,
SPR,1,8/1/2019,NOVI,DCenter,RRYXXX,F,,,42,Y,0,1800500596,pos,340.9034075,,23.5 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,8/1/2019,NOVI,DCenter,BBOBXX,M,,,42,Y,0,1800500598,pos,707.612285,,23.5 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,8/1/2019,NOVI,DCenter,BBYOXX,M,,,41,Y,0,1800500592,pos,85.43401361,,23.5 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,8/1/2019,NOVI,DCenter,RYBBXX,U,,,41,Y,0,1800500599,pos,315.5883312,,23.5 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,8/1/2019,NOVI,DCenter,YOBOXX,F,,,40,Y,0,1800500603,neg,0,,23.5 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,8/1/2019,NOVI,DCenter,YYYXXX,M,,,39,Y,0,1800500610,pos,97.21077894,,23.5 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,6/8/2021,NOVI,D2,RYBYRX,F,,,41,Y,0,2100800158,pos,1490.094903,,23.5c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D2,XBORXR,F,,,36,Y,0,2100800160,pos,8993.283407,,23.5c,,0,,,,,,,,,,,,
SPR,1,8/1/2019,NOVI,DCenter,RYBYXX,M,,,44,Y,0,1800500591,neg,0,,23.6 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,8/1/2019,NOVI,DCenter,RBBYXX,F,,,40,Y,0,1800500597,pos,2097.491325,,23.6 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,8/1/2019,NOVI,DCenter,RBRYXX,U,,,36,Y,0,1800500605,pos,2760.829409,,23.6 degrees C,,0,,,19.88613642,20.10151219,20.00693961,19.30093376,17.86283122,31.11111111,31.03174603,32.38095238,31.42857143,31.03174603
SPR,1,6/4/2020,NOVI,D37,XRXYBX,M,,,,Y,0,1802400573,neg,0,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,ROOOXX,M,,,,Y,0,1802400200,pos,14.51014326,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,OYXXXR.M,M,,,,Y,0,1802401206,pos,1477.958468,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,XXXBXR.b,F,,,,Y,0,1802401213,pos,487706.8178,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,XXBRXR,M,,,,Y,0,1802401215,pos,1561.830211,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,RXXXOX,F,,,,Y,0,1802401217,pos,4723.341932,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,ROBYRX,M,,,,Y,0,1802401218,pos,21869.10043,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,XYXYXY,M,,,,Y,0,1802401239,pos,1029.938021,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,YOXXBX,M,,,,Y,0,1802401240,pos,15735.81425,,23.7 C,,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/4/2020,NOVI,D37,XRXRBX,M,,,,Y,0,1802400572,pos,1547.32357,,"23.7 C, leech",1,0,,,14.52120758,13.98023214,13.23453788,11.63443063,8.79622987,26.7,23.64285714,25.94285714,21.98571429,13.48571429
SPR,1,6/8/2021,NOVI,D52,XOBRXR,M,,,39,Y,0,2101600003,pos,11908.24729,,23.7c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D52,XBYBXR,M,,,40,Y,0,2101600010,neg,0,,23.8c,,0,,,,,,,,,,,,
SPR,1,6/8/2021,NOVI,D52,XBRRXR,F,,,37,Y,0,2100800156,pos,29818.54822,,23.8c,,0,,,,,,,,,,,,
